Date of Incident,State,Mine Name,Type of Mine,Shift,Worker Age,Worker Experience (Years),Occupation/Role,Accident Type,Root Cause Category,Injury Severity,Description,PPE Used,No. of Persons Killed,No. of Persons Seriously Injured,Place of Accident,Responsibility,Company
2022-05-27,Chhattisgarh,Gevra OCP,Below Ground,A,27,4.9,Fitter,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Working Face in a Below Ground operation during shift A. Role: Fitter.,No,0,1,Working Face,Maintenance & Management,SECL
2022-05-29,Madhya Pradesh,Gevra OCP,Opencast,A,54,3,Blaster,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Workshop Yard in a Opencast operation during shift A. Role: Blaster.,Yes,1,0,Workshop Yard,Worker & Supervisor,SECL
2022-06-03,Chhattisgarh,Chhal OCP,Below Ground,C,28,11.3,Blaster,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Blaster.,No,0,1,Belt Conveyor Line,Worker & Supervisor,SECL
2022-06-09,Telangana,Manuguru OCP,Below Ground,B,35,7,Mining Sirdar,Electricity,Electrical Safety,Serious Injury,Electricity incident at Working Face in a Below Ground operation during shift B. Role: Mining Sirdar.,No,0,1,Working Face,Maintenance & Management,SCCL
2022-06-13,Uttar Pradesh,Nigahi OCP,Below Ground,B,41,9,Drill Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at X-Cut / Junction in a Below Ground operation during shift B. Role: Drill Operator.,No,0,1,X-Cut / Junction,Management (Design/Safety),NCL
2022-06-18,Telangana,Srirampur Area,Below Ground,B,34,7.3,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift B. Role: Drill Operator.,Yes,0,1,Gate Roadway,Worker,SCCL
2022-06-30,West Bengal,Rajmahal OCP,Above Ground,C,22,1.2,Fitter,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Coal Handling Plant in a Above Ground operation during shift C. Role: Fitter.,Yes,1,0,Coal Handling Plant,Worker & Supervisor,ECL
2022-07-06,Maharashtra,Umrer OCP,Below Ground,A,36,10.2,Electrician,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Working Face in a Below Ground operation during shift A. Role: Electrician.,No,0,1,Working Face,Shared,WCL
2022-07-07,Odisha,Lakhanpur OCP,Below Ground,A,29,6.1,Loader/Helper,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Loader/Helper.,No,0,1,Belt Conveyor Line,Worker & Supervisor,MCL
2022-07-07,Jharkhand,Jharia Colliery,Below Ground,C,40,5.4,Blaster,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Working Face in a Below Ground operation during shift C. Role: Blaster.,No,0,1,Working Face,Shared,BCCL
2022-07-14,Uttar Pradesh,Jayant OCP,Below Ground,B,36,6.6,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift B. Role: Overman.,No,0,1,Working Face,Worker,NCL
2022-07-21,Jharkhand,Parej East OCP,Opencast,A,21,6.5,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Haul Road in a Opencast operation during shift A. Role: Blaster.,No,0,1,Haul Road,Worker,CCL
2022-07-25,Madhya Pradesh,Gevra OCP,Above Ground,C,42,0,Fitter,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Weigh Bridge in a Above Ground operation during shift C. Role: Fitter.,Yes,0,1,Weigh Bridge,Maintenance & Management,SECL
2022-07-29,Maharashtra,Majri Area,Below Ground,C,24,6.8,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift C. Role: Blaster.,Yes,0,1,Gate Roadway,Worker,WCL
2022-08-14,Jharkhand,Jharia Colliery,Below Ground,A,34,0,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift A. Role: Fitter.,No,0,1,Gate Roadway,Worker,BCCL
2022-08-23,Jharkhand,Jharia Colliery,Below Ground,B,28,7.6,Fitter,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Working Face in a Below Ground operation during shift B. Role: Fitter.,No,0,1,Working Face,Management (Design/Safety),BCCL
2022-08-30,Jharkhand,Parej East OCP,Below Ground,A,37,6.8,Mining Sirdar,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Development Panel in a Below Ground operation during shift A. Role: Mining Sirdar.,Yes,0,1,Development Panel,Maintenance & Management,CCL
2022-09-02,Odisha,Balaram OCP,Below Ground,A,37,9.1,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Fitter.,No,0,1,X-Cut / Junction,Worker,MCL
2022-09-04,Madhya Pradesh,Chhal OCP,Below Ground,A,24,0,Blaster,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Gate Roadway in a Below Ground operation during shift A. Role: Blaster.,No,0,1,Gate Roadway,Maintenance & Management,SECL
2022-09-05,West Bengal,Sangramgarh Colliery,Below Ground,B,36,5.3,Fitter,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Gate Roadway in a Below Ground operation during shift B. Role: Fitter.,Yes,0,1,Gate Roadway,Management (Design/Safety),ECL
2022-09-12,Chhattisgarh,Kusmunda OCP,Opencast,C,25,8.4,Mining Sirdar,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Pit Floor in a Opencast operation during shift C. Role: Mining Sirdar.,Yes,0,1,Pit Floor,Worker,SECL
2022-09-28,Madhya Pradesh,Umrer OCP,Below Ground,B,18,6.6,Dumper Operator,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Development Panel in a Below Ground operation during shift B. Role: Dumper Operator.,No,0,1,Development Panel,Maintenance & Management,WCL
2022-11-10,Madhya Pradesh,Dudhia Khurd,Below Ground,A,26,1.2,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift A. Role: Shovel Operator.,No,0,1,Gate Roadway,Worker,NCL
2022-11-17,Tamil Nadu,Neyveli Mine IA,Below Ground,C,38,5.1,Loader/Helper,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Development Panel in a Below Ground operation during shift C. Role: Loader/Helper.,Yes,0,1,Development Panel,Maintenance & Management,NLC
2022-11-20,Chhattisgarh,Gevra OCP,Below Ground,C,38,4.5,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Loader/Helper.,Yes,0,2,Belt Conveyor Line,Worker,SECL
2022-12-05,Tamil Nadu,Neyveli Mine II,Opencast,B,21,3.4,Dumper Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Shovel-Dumper Face in a Opencast operation during shift B. Role: Dumper Operator.,Yes,0,2,Shovel-Dumper Face,Worker & Supervisor,NLC
2022-12-12,Madhya Pradesh,Umrer OCP,Above Ground,A,43,4.4,Shovel Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Stock Yard in a Above Ground operation during shift A. Role: Shovel Operator.,No,1,0,Stock Yard,Worker & Supervisor,WCL
2022-12-22,Odisha,Basundhara OCP,Opencast,B,40,6.6,Electrician,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Haul Road in a Opencast operation during shift B. Role: Electrician.,Yes,1,0,Haul Road,Worker & Supervisor,MCL
2022-12-28,Maharashtra,Umrer OCP,Below Ground,C,26,2.2,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Loader/Helper.,No,0,1,Belt Conveyor Line,Worker,WCL
